gene-chr,gene-start,gene-end,mRNA-start,mRNA-end,gene-ID,Genbank,Product,mRNALength
NC_035780.1,4821192,4825826,4821192,4825826,111121602,XM_022462956.1,pre-mRNA-splicing factor CWC22 homolog,4634
NC_035780.1,4847455,4859825,4847455,4859825,111121565,XM_022462918.1,uncharacterized LOC111121565,12370
NC_035780.1,4873877,4876877,4873877,4876877,111121643,XM_022463003.1,uncharacterized LOC111121643,3000
NC_035780.1,4877869,4890053,4877869,4890053,111121611,XM_022462967.1,uncharacterized LOC111121611,12184
NC_035780.1,4895023,4904987,4895023,4904987,111121524,XM_022462848.1,uncharacterized LOC111121524,9964
NC_035780.1,4917459,4942587,4917459,4942587,111121511,XM_022462819.1,uncharacterized LOC111121511,25128
NC_035780.1,4959372,4991977,4959372,4991977,111121500,XM_022462808.1,uncharacterized LOC111121500,32605
NC_035780.1,4992543,5016848,4992543,5016848,111130637,XM_022477806.1,mucin-like protein,24305
NC_035780.1,5020866,5041322,5020866,5041322,111130647,XM_022477818.1,mucin-like protein,20456
NC_035780.1,5039897,5074279,5039897,5074279,111130653,XM_022477832.1,mucin-like protein,34382
NC_035780.1,5090616,5128577,5090616,5128577,111130687,XM_022477885.1,uncharacterized LOC111130687,37961
NC_035780.1,5129687,5139634,5129687,5139634,111130696,XM_022477896.1,fibrillin-2-like,9947
NC_035780.1,5170006,5210712,5170006,5210712,111121491,XM_022462798.1,uncharacterized LOC111121491,40706
NC_035780.1,5226306,5247588,5226306,5247588,111130705,XM_022477909.1,uncharacterized LOC111130705,21282
NC_035780.1,5256402,5259634,5256402,5259634,111111234,XM_022448093.1,uncharacterized protein K02A2.6-like,3232
NC_035780.1,5268354,5275155,5268354,5275155,111111523,XM_022448551.1,uncharacterized LOC111111523,6801
NC_035780.1,5287066,5292105,5287066,5292105,111115108,XM_022453718.1,uncharacterized LOC111115108,5039
NC_035780.1,5300793,5324822,5300793,5324822,111122419,XM_022464237.1,uncharacterized LOC111122419,24029
NC_035780.1,5329422,5345609,5329422,5345609,111122667,XM_022464539.1,uncharacterized LOC111122667,16187
NC_035780.1,5346926,5349837,5346926,5349837,111103571,XM_022436927.1,uncharacterized LOC111103571,2911
NC_035780.1,5356777,5361548,5356777,5361548,111104281,XM_022438143.1,uncharacterized LOC111104281,4771
NC_035780.1,5404872,5420338,5404872,5420338,111122632,XM_022464490.1,uncharacterized LOC111122632,15466
NC_035780.1,5442762,5461992,5442762,5461992,111104573,XM_022438599.1,uncharacterized LOC111104573,19230
NC_035780.1,5462299,5466084,5462299,5466084,111112751,XM_022450513.1,proline-rich transmembrane protein 1-like,3785
NC_035780.1,5474916,5505507,5474916,5505507,111103358,XM_022436573.1,uncharacterized LOC111103358,30591
NC_035780.1,5504736,5508280,5504736,5508280,111130710,XM_022477921.1,probable serine/threonine-protein kinase fhkB,3544
NC_035780.1,5508309,5527197,5508309,5527197,111103382,XM_022436623.1,flocculation protein FLO11-like,18888
NC_035780.1,5527458,5918223,5527465,5918208,111103323,XM_022436518.1,mucin-2-like,390743
NC_035780.1,5549998,5566416,5549998,5566416,111103371,XM_022436598.1,fibropellin-1-like,16418
NC_035780.1,5739590,5745436,5739590,5745436,111103390,XM_022436636.1,mitochondrial folate transporter/carrier-like,5846
NC_035780.1,5748110,5764084,5748110,5764084,111103401,XM_022436674.1,calmodulin-A-like,15974
NC_035780.1,5768957,5772628,5768957,5772628,111103376,XM_022436612.1,uncharacterized LOC111103376,3671
NC_035780.1,5779138,5786878,5779138,5786878,111103364,XM_022436585.1,proton-coupled folate transporter-like,7740
NC_035780.1,5794526,5795387,5794526,5795387,111103397,XM_022436661.1,alpha-crystallin A chain-like,861
NC_035780.1,5797011,5805118,5797011,5805118,111103418,XM_022436699.1,vesicle transport protein GOT1B-like,8107
NC_035780.1,5930292,5936120,5930292,5936120,111114348,XM_022452640.1,mitochondrial folate transporter/carrier-like,5828
NC_035780.1,5938815,5951391,5938815,5951391,111113021,XM_022450988.1,calmodulin-A-like,12576
NC_035780.1,5953052,5962871,5953052,5962871,111105397,XM_022439686.1,uncharacterized LOC111105397,9819
NC_035780.1,5970912,5984287,5970912,5984287,111099041,XM_022430371.1,proton-coupled folate transporter-like,13375
NC_035780.1,5980350,5982751,5980350,5982751,111099044,XM_022430382.1,homeobox protein Hox-A9-like,2401
NC_035780.1,5984389,5985241,5984389,5985241,111106983,XM_022441907.1,alpha-crystallin A chain-like,852
NC_035780.1,5986885,5995339,5986885,5995339,111106990,XM_022441918.1,vesicle transport protein GOT1B-like,8454
NC_035780.1,6029253,6044691,6029253,6044691,111101696,XM_022434290.1,neurotensin receptor type 1-like,15438
NC_035780.1,6079947,6105371,6079947,6105371,111127424,XM_022472617.1,zinc finger C2HC domain-containing protein 1A-like,25424
NC_035780.1,6105477,6115961,6105477,6115961,111127416,XM_022472590.1,myotubularin-related protein 9-like,10484
NC_035780.1,6128030,6129157,6128030,6129157,111130719,XM_022477932.1,neuromedin-U receptor 2-like,1127
NC_035780.1,6131116,6133530,6131116,6133530,111100099,XM_022431750.1,uncharacterized LOC111100099,2414
NC_035780.1,6137421,6148478,6137421,6148478,111102085,XM_022434769.1,uncharacterized LOC111102085,11057
NC_035780.1,6151251,6154867,6151251,6154867,111100597,XM_022432655.1,uncharacterized LOC111100597,3616
NC_035780.1,6162111,6163752,6162111,6163752,111130728,XM_022477942.1,putative nuclease HARBI1,1641
NC_035780.1,6183506,6187835,6183506,6187835,111100606,XM_022432666.1,uncharacterized LOC111100606,4329
NC_035780.1,6195282,6199711,6195282,6199711,111100615,XM_022432678.1,uncharacterized LOC111100615,4429
NC_035780.1,6221881,6223144,6221881,6223144,111137805,XM_022489461.1,uncharacterized LOC111137805,1263
NC_035780.1,6239612,6242277,6239612,6242277,111137796,XM_022489450.1,myelin expression factor 2-like,2665
NC_035780.1,6271912,6276042,6271912,6276042,111137367,XM_022488917.1,serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A-like,4130
NC_035780.1,6276925,6279500,6276925,6279500,111137514,XM_022489028.1,myb/SANT-like DNA-binding domain-containing protein 4,2575
NC_035780.1,6322730,6334798,6322730,6334798,111105370,XM_022439634.1,uncharacterized LOC111105370,12068
NC_035780.1,6337712,6355573,6337712,6355573,111105035,XM_022439210.1,uncharacterized LOC111105035,17861
NC_035780.1,6364641,6369949,6364641,6369949,111131375,XM_022479260.1,microfibrillar-associated protein 1-like,5308
NC_035780.1,6372753,6379231,6372753,6379231,111121096,XM_022462259.1,transcriptional adapter 3-B-like,6478
NC_035780.1,6379352,6383718,6379352,6383718,111119818,XM_022460329.1,GPI mannosyltransferase 2-like,4366
NC_035780.1,6388510,6406759,6388510,6406759,111134598,XM_022483767.1,pleckstrin homology domain-containing family F member 2-like,18249
NC_035780.1,6409665,6416204,6409665,6416204,111135077,XM_022484792.1,40S ribosomal protein S8-like,6539
NC_035780.1,6419625,6431055,6419625,6431055,111125571,XM_022469537.1,serine/threonine-protein kinase 3-like,11430
NC_035780.1,6431294,6437528,6431294,6437528,111125589,XM_022469556.1,glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1-like,6234
NC_035780.1,6437734,6448112,6437735,6448112,111099659,XM_022431028.1,zinc finger protein 177-like,10377
NC_035780.1,6457204,6460225,6457204,6460225,111121270,XM_022462464.1,uncharacterized LOC111121270,3021
NC_035780.1,6460297,6474099,6460297,6474099,111128222,XM_022473730.1,gamma-tubulin complex component 5-like,13802
NC_035780.1,6474130,6609428,6474130,6609428,111128188,XM_022473684.1,coiled-coil domain-containing protein 73-like,135298
NC_035780.1,6479778,6493047,6479778,6493047,111128242,XM_022473772.1,uncharacterized LOC111128242,13269
NC_035780.1,6516411,6520870,6516411,6520870,111128251,XM_022473783.1,uncharacterized LOC111128251,4459
NC_035780.1,6525805,6532825,6525805,6532825,111128259,XM_022473796.1,cytadherence high molecular weight protein 2-like,7020
NC_035780.1,6536379,6539633,6536379,6539633,111128319,XM_022473893.1,uncharacterized LOC111128319,3254
NC_035780.1,6542095,6544991,6542095,6544991,111128278,XM_022473837.1,kinesin-like protein KIF20B,2896
NC_035780.1,6552195,6558340,6552195,6558340,111128335,XM_022473912.1,golgin candidate 3-like,6145
NC_035780.1,6566125,6570345,6566125,6570345,111128267,XM_022473809.1,uncharacterized LOC111128267,4220
NC_035780.1,6572349,6578675,6572349,6578675,111128231,XM_022473741.1,rho-associated protein kinase 2-like,6326
NC_035780.1,6581579,6583787,6581579,6583787,111128314,XM_022473881.1,uncharacterized LOC111128314,2208
NC_035780.1,6593639,6595665,6593639,6595665,111128306,XM_022473867.1,uncharacterized LOC111128306,2026
NC_035780.1,6600411,6604956,6600411,6604956,111128293,XM_022473855.1,uncharacterized LOC111128293,4545
NC_035780.1,6609614,6617540,6609614,6617540,111100637,XM_022432731.1,serine/threonine-protein kinase RIO3-like,7926
NC_035780.1,6618151,6624011,6618151,6624011,111111564,XM_022448615.1,cathepsin B-like,5860
NC_035780.1,6626250,6630796,6626250,6630796,111132592,XM_022480425.1,uncharacterized LOC111132592,4546
NC_035780.1,6637619,6641442,6637619,6641442,111132666,XM_022480495.1,uncharacterized LOC111132666,3823
NC_035780.1,6642642,6650302,6642642,6650302,111132676,XM_022480505.1,uncharacterized LOC111132676,7660
NC_035780.1,6651017,6651989,6651017,6651989,111132686,XM_022480516.1,uncharacterized LOC111132686,972
NC_035780.1,6676126,6717050,6676126,6717050,111132603,XM_022480439.1,uncharacterized LOC111132603,40924
NC_035780.1,6760973,6762313,6760973,6762313,111130799,XM_022478046.1,platelet binding protein GspB-like,1340
NC_035780.1,6772926,6783600,6772926,6783600,111132545,XM_022480379.1,peroxisomal acyl-coenzyme A oxidase 1-like,10674
NC_035780.1,6784469,6796441,6784469,6796441,111132570,XM_022480398.1,uncharacterized LOC111132570,11972
NC_035780.1,6805505,6812307,6805505,6812307,111130808,XM_022478057.1,glutamate [NMDA] receptor subunit 1-like,6802
NC_035780.1,6812526,6823506,6812526,6823506,111132626,XM_022480456.1,HIV Tat-specific factor 1-like,10980
NC_035780.1,6826798,6832888,6826798,6832888,111132648,XM_022480477.1,transcription cofactor vestigial-like protein 2,6090
NC_035780.1,6841095,6849512,6841095,6849512,111132637,XM_022480466.1,cell wall protein DAN4-like,8417
NC_035780.1,6852667,6856461,6852667,6856461,111130821,XM_022478066.1,probable insulin-like peptide 7,3794
NC_035780.1,6858668,6873921,6858668,6873921,111136926,XM_022488108.1,uncharacterized LOC111136926,15253
NC_035780.1,6878053,6880695,6878053,6880695,111130831,XM_022478078.1,lysozyme 3-like,2642
NC_035780.1,6882152,6890382,6882152,6890242,111118716,XM_022458305.1,uncharacterized LOC111118716,8090
NC_035780.1,6890936,6891942,6890936,6891942,111111325,XM_022448233.1,uncharacterized LOC111111325,1006
NC_035780.1,6911722,6947002,6911722,6947002,111122704,XM_022464581.1,uncharacterized LOC111122704,35280
NC_035780.1,6957396,6959364,6957396,6959364,111121419,XM_022462706.1,heavy metal-binding protein HIP-like,1968
NC_035780.1,6966701,6977505,6966701,6977505,111115085,XM_022453670.1,peroxisomal acyl-coenzyme A oxidase 1-like,10804
NC_035780.1,6979148,6990391,6979148,6990389,111137561,XM_022489061.1,uncharacterized LOC111137561,11241
NC_035780.1,7016304,7018499,7016304,7018499,111110225,XM_022446630.1,SAM pointed domain-containing Ets transcription factor-like,2195
NC_035780.1,7067804,7070871,7067804,7070871,111104106,XM_022437863.1,DNA-binding protein D-ETS-4-like,3067
NC_035780.1,7077445,7102942,7077445,7102942,111125887,XM_022470111.1,opioid growth factor receptor-like protein 1,25497
NC_035780.1,7103281,7115773,7103281,7115773,111125896,XM_022470122.1,ATP-binding cassette sub-family B member 8,12492
NC_035780.1,7115931,7134979,7115931,7134979,111125882,XM_022470097.1,opioid growth factor receptor-like protein 1,19048
NC_035780.1,7138117,7143409,7138117,7143409,111122605,XM_022464423.1,protein PFC0760c-like,5292
NC_035780.1,7180204,7194894,7180204,7194894,111127890,XM_022473193.1,lactadherin-like,14690
NC_035780.1,7221259,7230149,7221259,7230149,111119531,XM_022459753.1,serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A-like,8890
NC_035780.1,7232704,7235333,7232704,7235333,111102427,XM_022435136.1,uncharacterized LOC111102427,2629
NC_035780.1,7235566,7250182,7235566,7250182,111125338,XM_022469124.1,sodium- and chloride-dependent GABA transporter 2-like,14616
NC_035780.1,7260156,7262546,7260156,7262546,111125382,XM_022469144.1,uncharacterized LOC111125382,2390
NC_035780.1,7262836,7274470,7262836,7274470,111130840,XM_022478091.1,sodium- and chloride-dependent GABA transporter 2-like,11634
NC_035780.1,7295075,7306858,7295075,7306858,111127317,XM_022472440.1,uncharacterized LOC111127317,11783
NC_035780.1,7331788,7343936,7331788,7343936,111128774,XM_022474622.1,cell surface hyaluronidase-like,12148
NC_035780.1,7349046,7353965,7349046,7353965,111128784,XM_022474630.1,uncharacterized LOC111128784,4919
NC_035780.1,7362650,7386171,7362650,7386171,111130848,XM_022478104.1,uncharacterized LOC111130848,23521
NC_035780.1,7386723,7414898,7386723,7414898,111123891,XM_022466548.1,lysine-specific histone demethylase 1B-like,28175
NC_035780.1,7417775,7419604,7417775,7419604,111101094,XM_022433396.1,tripartite motif-containing protein 2-like,1829
NC_035780.1,7429515,7437794,7429515,7437794,111110267,XM_022446692.1,FMRF-amide neuropeptides-like,8279
NC_035780.1,7440146,7448256,7440146,7448256,111137833,XM_022489527.1,uncharacterized LOC111137833,8110
NC_035780.1,7448379,7460184,7448379,7460184,111137826,XM_022489514.1,uncharacterized LOC111137826,11805
NC_035780.1,7462520,7484110,7462520,7484110,111111244,XM_022448114.1,uncharacterized LOC111111244,21590
NC_035780.1,7492336,7498975,7492336,7498975,111130860,XM_022478122.1,serine-rich adhesin for platelets-like,6639
NC_035780.1,7504984,7518262,7504984,7518262,111111488,XM_022448499.1,probable ATP-dependent RNA helicase DDX58,13278
NC_035780.1,7520664,7533035,7520664,7533035,111130870,XM_022478134.1,probable ATP-dependent RNA helicase DHX58,12371
NC_035780.1,7537699,7540588,7537699,7540588,111129292,XM_022475616.1,molybdate-anion transporter-like,2889
NC_035780.1,7540759,7549675,7540759,7549675,111110900,XM_022447566.1,tRNA (guanine-N(7)-)-methyltransferase-like,8916
NC_035780.1,7542793,7544860,7542793,7544860,111110891,XM_022447556.1,acetylcholine receptor subunit beta-like 1,2067
NC_035780.1,7544985,7547717,7544985,7547717,111110884,XM_022447545.1,acetylcholine receptor subunit beta-type unc-29-like,2732
NC_035780.1,7553427,7555165,7553427,7555165,111123767,XM_022466332.1,acetylcholine receptor subunit beta-type unc-29-like,1738
NC_035780.1,7571885,7596667,7571885,7596667,111127104,XM_022472128.1,dihydropyrimidinase-like,24782
NC_035780.1,7599219,7611397,7599219,7611397,111100578,XM_022432605.1,uncharacterized LOC111100578,12178
NC_035780.1,7623007,7628394,7623007,7628394,111104267,XM_022438119.1,uncharacterized LOC111104267,5387
NC_035780.1,7638094,7641132,7638094,7641132,111119653,XM_022460060.1,uncharacterized LOC111119653,3038
NC_035780.1,7644230,7658994,7644230,7658994,111130876,XM_022478147.1,steroidogenic acute regulatory protein-like,14764
NC_035780.1,7696045,7720000,7696046,7720000,111101103,XM_022433410.1,muscarinic acetylcholine receptor M1-like,23954
NC_035780.1,7748433,7759007,7748433,7759007,111120458,XM_022461173.1,uncharacterized LOC111120458,10574
NC_035780.1,7769874,7786773,7769874,7786773,111120718,XM_022461646.1,uncharacterized protein PFB0145c-like,16899
NC_035780.1,7824705,7841626,7824705,7841626,111100468,XM_022432431.1,uncharacterized protein MG328-like,16921
NC_035780.1,7862439,7869860,7862439,7869860,111114510,XM_022452848.1,uncharacterized LOC111114510,7421
NC_035780.1,7875702,7894869,7875702,7894869,111104056,XM_022437772.1,uncharacterized LOC111104056,19167
NC_035780.1,7898151,7909318,7898151,7909301,111111403,XM_022448396.1,uncharacterized LOC111111403,11150
NC_035780.1,7918111,7929370,7918111,7929370,111130886,XM_022478157.1,cleavage and polyadenylation specificity factor subunit 6-like,11259
NC_035780.1,7933283,7961895,7933283,7961895,111099410,XM_022430691.1,signal peptide,28612
NC_035780.1,7962010,7966245,7962010,7966245,111109848,XM_022446101.1,low molecular weight phosphotyrosine protein phosphatase 1-like,4235
NC_035780.1,7966292,7970158,7966292,7970158,111109839,XM_022446090.1,transmembrane protein 237-like,3866
NC_035780.1,7970408,7975154,7970408,7975154,111109321,XM_022445410.1,uncharacterized LOC111109321,4746
NC_035780.1,7975237,7982162,7975237,7982162,111113745,XM_022452036.1,uncharacterized LOC111113745,6925
NC_035780.1,7993660,7997415,7993660,7997415,111134162,XM_022483001.1,sulfate anion transporter 1-like,3755
NC_035780.1,8009824,8020164,8009824,8020164,111109628,XM_022445838.1,DNA damage-regulated autophagy modulator protein 2-like,10340
NC_035780.1,8024566,8035529,8024566,8035529,111103508,XM_022436831.1,ALX homeobox protein 1-like,10963
NC_035780.1,8044163,8051650,8044163,8051650,111137420,XM_022488875.1,dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A-like,7487
NC_035780.1,8052589,8056490,8052589,8056490,111137407,XM_022488858.1,mediator of RNA polymerase II transcription subunit 30-like,3901
NC_035780.1,8059494,8072390,8059494,8072390,111111015,XM_022447747.1,glycerol-3-phosphate dehydrogenase [NAD(+)],12896
NC_035780.1,8073245,8080186,8073245,8080186,111100511,XM_022432470.1,immunoglobulin-binding protein 1-like,6941
NC_035780.1,8080367,8081692,8080367,8081692,111111357,XM_022448294.1,protein FMC1 homolog,1325
NC_035780.1,8082685,8084651,8082685,8084651,111101857,XM_022434487.1,GATA zinc finger domain-containing protein 1-like,1966
NC_035780.1,8090370,8098992,8090370,8098992,111114229,XM_022452549.1,serine hydroxymethyltransferase,8622
NC_035780.1,8102203,8103999,8102203,8103999,111130894,XM_022478169.1,uncharacterized LOC111130894,1796
